,loss,accuracy,val_loss,val_accuracy,time_history
0,1.589471459388733,0.6156716346740723,0.8418921232223511,0.7595338821411133,301.4405906200409
1,0.4441888332366943,0.8695195913314819,0.4058121740818023,0.8972457647323608,296.0262610912323
2,0.2607481479644775,0.922457993030548,0.3537907600402832,0.9014830589294434,296.3350467681885
3,0.1886998414993286,0.9433302283287048,0.4577628076076507,0.8908898234367371,296.0883147716522
4,0.164590522646904,0.95020991563797,0.5782363414764404,0.8612288236618042,296.1332745552063
5,0.1658562868833542,0.9489272236824036,0.4366581737995147,0.8877118825912476,296.3281228542328
6,0.0927302092313766,0.9707322716712952,0.34549281001091,0.92055082321167,296.33559107780457
7,0.1360189169645309,0.9601212739944458,0.4906871020793915,0.8961864113807678,296.0991532802582
8,0.1476822793483734,0.9535914063453674,0.520643949508667,0.8866525292396545,296.26379656791687
9,0.1141457259654998,0.9667677283287048,0.3589942753314972,0.9311440587043762,296.1752958297729
